VM,Powerstate,Template,SRM Placeholder,VM Version,Tools,Tools Version,Required Version,Upgradeable,Upgrade Policy,Sync time,App status,Heartbeat status,Kernel Crash state,Operation Ready,State change support,Interactive Guest,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VMRef,VM ID,VM UUID,VMs,VI SDK Server,VI SDK UUID
ecbrprw45,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01_Replicados",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),182,vm-14317,95c4fe36-a0fc-438f-885d-b323f848950c,,172.20.1.174,172.20.1.174
ecbrprw47,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),19,vm-43084,0cebbd84-c731-412c-aa3d-380f6634f84b,,172.20.1.174,172.20.1.174
ecbrprw48,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),271,vm-14295,3429b847-09df-480c-a1d4-19d91da07b09,,172.20.1.174,172.20.1.174
ecbrprw49,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,True,,"Wed Jul  9 00:03:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),336,vm-14318,205e20c7-ab5e-450d-8054-2ca3959c87ab,,172.20.1.174,172.20.1.174
ECBRPRW49_RFC1335,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),309,vm-57467,422e42e3-0b2e-3e03-acd4-794744c44caf,,172.20.1.174,172.20.1.174
ecbrprw50,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:04:04 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),288,vm-14302,ffecfa0a-394b-417e-9084-1a81c7da2dc2,,172.20.1.174,172.20.1.174
ecbrprw51,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),105,vm-14299,e5eebf49-94b9-4be5-841c-f0efb8a153c4,,172.20.1.174,172.20.1.174
ecbrprw52,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:05:24 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),50,vm-14367,f78a4a0a-14ed-495a-905e-60279a69b43e,,172.20.1.174,172.20.1.174
ecbrprw53,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:05:35 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),48,vm-14340,4dd03f59-80df-4857-a5e6-24baeaf364b1,,172.20.1.174,172.20.1.174
ecbrprw56,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),179,vm-14339,3fe7dc00-4c87-4d59-93c5-1203acea8067,,172.20.1.174,172.20.1.174
ecbrprw57,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),56,vm-14349,845a3d40-b40e-422c-b197-21a80eeae8c9,,172.20.1.174,172.20.1.174
ecbrprw58,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:05:35 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),127,vm-14285,74af19b6-1afd-4aaf-a1cc-10fc54f26333,,172.20.1.174,172.20.1.174
ECBRPRW58_RFC1335,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),3,vm-57459,422e0e1d-d0cd-8be6-3fb9-1b07f8ed9127,,172.20.1.174,172.20.1.174
ecbrprw59,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:06:03 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),331,vm-14281,eabc4704-b091-4ea6-950b-b4e3be311baf,,172.20.1.174,172.20.1.174
ecbrprw60,poweredOn,False,False,8,toolsOld,10341,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Wed Jul  9 00:06:41 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),267,vm-2862,423ec853-a568-9da0-c8c5-a90c59a7d826,,172.20.1.174,172.20.1.174
ecbrprw62,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),83,vm-14358,d875e4c4-2976-444a-89cc-53c2b0623d73,,172.20.1.174,172.20.1.174
ecbrprw63,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),220,vm-14355,39d5a07c-ef66-4d28-bc5e-9113503890a7,,172.20.1.174,172.20.1.174
ecbrprw64,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:08:25 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),276,vm-14359,ed0e8bac-4e15-4a63-ae0d-133448c55cc9,,172.20.1.174,172.20.1.174
ecbrprw65,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),222,vm-14353,2688bc8a-e31f-4abf-8880-a8379d3cfb00,,172.20.1.174,172.20.1.174
ecbrprw68,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),329,vm-14303,b803d193-86ab-4f34-9e30-f09d1a85791e,,172.20.1.174,172.20.1.174
ecbrprw69,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:07:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),223,vm-14266,e12c2b6c-dc62-410a-903f-d2e825c865da,,172.20.1.174,172.20.1.174
ecbrprw70,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:07:42 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),264,vm-14361,a8ee3e01-9694-4a24-baa9-af69f911ac88,,172.20.1.174,172.20.1.174
ecbrprw71,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),185,vm-14307,f0b8ef2f-c79c-4455-9244-1fd8830002b7,,172.20.1.174,172.20.1.174
ecbrprw72,poweredOn,False,False,13,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),115,vm-18554,422e9be3-22e4-135b-e1fa-209e5806f5c6,,172.20.1.174,172.20.1.174
ecbrprw73,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),152,vm-14274,e2728867-c158-42d9-afe5-1519ec0d5baf,,172.20.1.174,172.20.1.174
ecbrprw74,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),78,vm-14344,5e3ae060-353a-4bb4-a8ed-28c7b9f73454,,172.20.1.174,172.20.1.174
ecbrprw76,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),194,vm-14363,aeec7231-0a63-4f61-8202-4871148675a0,,172.20.1.174,172.20.1.174
ecbrprw77,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),196,vm-14371,ccfcd97c-7500-43c2-b937-eab6b4528221,,172.20.1.174,172.20.1.174
ECBRPRW77_RFC1335,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),27,vm-57465,422ee8bb-97ea-d763-8771-64b06d9f8346,,172.20.1.174,172.20.1.174
ecbrprw83,poweredOn,False,False,13,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 02:01:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_03",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),235,vm-14345,038c846a-d8f0-4d19-84b3-1b2b4645d19e,,172.20.1.174,172.20.1.174
ecbrprw85,poweredOn,False,False,13,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),251,vm-14365,efd4125d-d9b4-4b62-b1d7-7d94f0adf42b,,172.20.1.174,172.20.1.174
ECBRPRW85_RFC1335,poweredOn,False,False,13,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),1,vm-57463,422ed5cd-b3c9-4787-0e8d-0e985e42da5e,,172.20.1.174,172.20.1.174
ecbrprw86,poweredOn,False,False,13,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),275,vm-14291,af762071-f7d0-4369-8472-1e72932f3d89,,172.20.1.174,172.20.1.174
ecbrprw87,poweredOn,False,False,13,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),77,vm-14323,19bcdfe6-8385-4ccb-b9ef-3eb4f4afba74,,172.20.1.174,172.20.1.174
ecbrprw89,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),43,vm-14582,422ec7be-a76b-6431-8902-ad719580afae,,172.20.1.174,172.20.1.174
ecbrprw90,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),292,vm-14605,422e0e07-65a6-9282-158c-3eddb40a499b,,172.20.1.174,172.20.1.174
ecbrprw91,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 20:00:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_TOOLS_COLABORATIVAS",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),144,vm-27839,422e9e20-2a99-b1bd-5e23-387c48bb3aed,,172.20.1.174,172.20.1.174
ecbrprwe25,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:08:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),232,vm-14314,29a9f273-6835-47fd-9594-27c5cc687808,,172.20.1.174,172.20.1.174
ecbrprwe26,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:08:11 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),163,vm-14313,d0a4cb6a-0b05-406d-a390-b63adf09adcd,,172.20.1.174,172.20.1.174
ecbrprwe27,poweredOn,False,False,14,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),145,vm-14338,87923e62-d532-425f-aebb-39e4864491c7,,172.20.1.174,172.20.1.174
ecbrprwe31,poweredOn,False,False,15,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),60,vm-14350,ecbfbc0c-eb15-49a6-ad69-779bf091c161,,172.20.1.174,172.20.1.174
ecbrprwe32,poweredOn,False,False,15,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),134,vm-14322,4885f98d-80a4-4e88-860e-dfe55e235a6f,,172.20.1.174,172.20.1.174
ecbrprwe33,poweredOn,False,False,15,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),200,vm-14300,f6357ce9-6834-4435-9f0b-ec9d68e0d94c,,172.20.1.174,172.20.1.174
ecbrprwe34,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),42,vm-14354,2970c02f-3dff-4be1-8418-e08187404dc5,,172.20.1.174,172.20.1.174
ecbrprwe35,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),312,vm-14607,422e84e9-275f-5875-b52e-f634e360632c,,172.20.1.174,172.20.1.174
ecbrprwe36,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),142,vm-14608,422e91cc-3528-29b5-6018-a74def427c8f,,172.20.1.174,172.20.1.174
ECBRPRXDR,poweredOn,False,False,13,toolsOk,12416,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,CentOS 7 (64-bit),Rocky Linux (64-bit),326,vm-10172,422e6807-26da-ca1d-0c7b-50ec30a364e7,,172.20.1.174,172.20.1.174
ecbrtsap1,poweredOn,False,False,8,toolsOk,12320,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),177,vm-4436,422eb1b7-91f5-d93d-d7f9-e45bf7d34740,,172.20.1.174,172.20.1.174
ecbrtsap2,poweredOn,False,False,8,toolsOk,12448,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),199,vm-3686,422e2271-bc90-cae2-b9cb-fb0235c6ba1c,,172.20.1.174,172.20.1.174
ecbrtsap3,poweredOn,False,False,8,toolsOk,12448,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),133,vm-3683,422e98c8-78c8-a255-4cb4-d7b69ecf8ede,,172.20.1.174,172.20.1.174
ecbrtsap4,poweredOn,False,False,8,toolsOk,12448,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),189,vm-3684,422ebb3b-5325-6cc9-86a1-008b66298752,,172.20.1.174,172.20.1.174
ecbrtsap5,poweredOn,False,False,8,toolsOk,12320,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),140,vm-4223,422efd6a-32b6-2cf9-c4d6-4896c4f48be8,,172.20.1.174,172.20.1.174
ecbrtsap6,poweredOn,False,False,8,toolsOk,12448,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),286,vm-4357,422e6f76-6427-c9c6-6084-955251b48b6a,,172.20.1.174,172.20.1.174
ecbrtsass02,poweredOn,False,False,19,toolsOk,12448,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),191,vm-14258,422ee060-656a-91ae-7de4-5125d83a6273,,172.20.1.174,172.20.1.174
ecbrtscc01,poweredOn,False,False,8,toolsOk,12320,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),128,vm-3228,423e01eb-2e8e-9584-d5ed-08d3c60830b0,,172.20.1.174,172.20.1.174
ecbrtscl03,poweredOn,False,False,19,toolsOk,12320,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),321,vm-7592,422edc26-2d22-62d2-85c1-56df1a63a687,,172.20.1.174,172.20.1.174
ecbrtscl04,poweredOn,False,False,19,toolsOk,12320,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),254,vm-7593,422ec5e6-42a3-fb8c-70da-995f1c997bce,,172.20.1.174,172.20.1.174
ecbrtscl05,poweredOn,False,False,19,toolsOk,12320,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),143,vm-7602,422e2ef3-9186-df9b-ff42-39bf8aa02f63,,172.20.1.174,172.20.1.174
ecbrtsf02,poweredOn,False,False,8,toolsOk,12448,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),269,vm-13570,423e7640-07e4-a13b-044f-2df37040a081,,172.20.1.174,172.20.1.174
ecbrtsf02clon,poweredOn,False,False,8,toolsOk,12320,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),14,vm-46539,422e2acd-b9c0-3056-518f-12c664b04550,,172.20.1.174,172.20.1.174
